BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,RI,MASS,PUBCHEM,KEGG,HMDB,Cat 1_vial 1,Cat 2_vial 1,cat 3_vial 1,cat 4_vial 1,cat 5_vial 1,cat 6_vial 1,cat 7_vial 1,cat 8_vial 1,cat 1_vial 2,cat 2_vial 2,cat 3_vial 2,cat 4_vial 2,cat 5_vial 2,cat 6_vial 2,cat 7_vial 2,cat 8_vial 2,cat 1_vial 3,cat 2_vial 3,cat 3_vial 3,cat 4_vial 3,cat 5_vial 3,cat 6_vial 3,cat 7_vial 3,cat 8_vial 3
proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,1603,116.07061,145742,C00148,HMDB00162,"2,478,826,752","2,953,537,024","2,816,849,920","2,776,906,752","3,320,264,960","2,581,609,216","2,925,921,280","2,763,781,632","2,397,359,872","2,918,738,688","2,787,612,416","2,939,569,920","3,330,420,736","2,784,549,120","2,844,305,152","2,497,275,392","2,395,662,336","3,038,509,312","2,610,171,904","2,903,879,168","3,279,342,080","2,704,371,712","2,781,142,016","2,635,663,360"
prolylglycine,Peptide,Dipeptide,LC/MS Pos Early,2136,173.09207,6426709,,HMDB11178,"2,656,140","2,804,821","4,300,059","3,688,185","3,528,448","3,014,626","1,464,938","2,519,927","3,292,046","2,871,439","4,119,017","3,470,903","3,974,871","3,269,968","1,821,903","2,573,195","2,465,638","3,299,673","4,139,573","3,421,591","3,020,188","3,089,625","1,810,120","2,201,710"
pro-hydroxy-pro,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,2128,229.11829,11673055,,HMDB06695,"6,908,433","11,359,133","14,688,846","12,798,886","16,658,426","10,050,509","9,833,054","9,712,657","6,736,233","12,129,617","13,515,186","12,675,310","16,444,201","10,075,121","10,072,626","9,849,448","7,851,865","11,673,586","14,142,052","11,924,801","13,968,954","10,303,468","11,223,687","9,445,648"
propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Pos Early,2590,218.13869,107738,C03017,HMDB00824,"15,488,536","15,345,539","14,059,689","13,923,690","23,694,476","18,115,448","15,805,206","16,195,510","13,917,236","14,058,151","13,197,628","18,899,038","21,707,952","17,888,924","14,455,875","14,846,289","15,469,781","14,933,081","13,335,596","16,922,948","19,274,680","17,749,408","15,049,163","16,161,560"
propionylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Neg,960,130.05096,98681,,HMDB00783,"1,244,103","1,657,547","1,025,082","1,399,214","2,863,834","1,406,873","706,310","946,271","1,361,801","1,635,943","938,456","1,183,797","2,733,353","1,580,056","691,145","1,000,501","1,349,272","1,695,414","866,911","1,639,470","2,654,713","1,494,879","751,297","1,489,936"
pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,1100,243.06226,15047,C02067,HMDB00767,"16,422,721","13,965,105","16,058,456","14,435,067","18,977,156","16,456,881","14,014,011","14,755,630","14,785,996","15,606,970","14,916,963","15,942,101","14,068,849","16,444,261","18,188,328","19,638,344","15,149,367","13,942,352","15,600,677","18,179,216","14,285,800","15,172,515","15,066,756","16,559,112"
pterin,Cofactors and Vitamins,Pterin Metabolism,LC/MS Pos Early,1805,164.05669,73000,C00715,HMDB00802,,,,,,,,,,,,,,,,,"314,405","179,709","261,964","239,593","236,132","349,023","180,660",
pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,LC/MS Pos Early,2343,168.06552,1050,C00250,HMDB01545,"5,310,240","5,718,730","5,583,459","9,677,624","6,954,816","7,105,581","7,255,689","7,604,466","7,360,032","6,578,161","6,044,127","13,194,701","8,149,519","8,529,564","8,607,208","10,672,501","8,987,556","11,404,660","9,135,132","8,339,852","9,689,784","9,715,866","12,135,092","7,981,350"
pyridoxamine,Cofactors and Vitamins,Vitamin B6 Metabolism,LC/MS Pos Early,2975,169.09716,1052,C00534,HMDB01431,"3,097,231","1,800,056","3,169,063","18,431,106","5,815,755","2,342,272","4,767,771","22,674,288","4,397,803","2,233,552","4,583,950","52,470,772","7,588,024","2,553,703","3,913,574","21,193,448","2,319,493","2,361,899","2,266,944","27,450,928","4,728,057","2,774,346","4,392,228","17,127,084"
pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,LC/MS Neg,2185,182.04588,6723,C00847,HMDB00017,"2,438,407","2,226,443","1,942,669","2,118,982","3,500,565","3,343,663","2,642,108","2,220,033","2,484,409","2,199,608","1,928,998","2,533,304","2,836,753","3,441,619","2,571,783","2,634,326","2,244,798","2,241,113","1,909,142","2,708,154","3,200,826","3,182,199","2,602,316","2,401,210"
pyroglutamine*,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,1900,129.06586,134508,,,"156,247,360","137,668,752","204,618,816","243,829,520","135,361,264","215,440,368","107,142,840","162,741,968","155,431,552","149,565,504","200,648,368","274,196,512","132,289,864","214,795,168","110,116,112","163,386,768","169,601,040","155,718,032","212,199,216","259,438,464","127,679,344","215,993,232","118,631,768","159,663,552"
pyrraline,Xenobiotics,Food Component/Plant,LC/MS Neg,2304,253.11938,122228,,HMDB33143,"2,251,534","3,100,285","3,226,125","2,977,002","4,045,263","2,034,754","1,883,747","2,747,363","1,774,743","3,146,065","2,938,351","3,325,519","2,714,873","2,281,125","2,217,815","3,578,496","2,045,489","2,910,034","3,109,270","3,966,448","3,133,738","1,809,733","1,968,246","2,811,144"
pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",LC/MS Neg,732.4,87.00877,1060,C00022,HMDB00243,"45,168,892","63,895,284","17,308,584","42,270,312","37,105,604","28,743,962","48,974,708","36,467,824","35,373,472","59,300,420","13,525,327","33,283,574","34,926,820","27,837,232","51,876,312","27,632,256","50,822,296","86,295,840","23,426,502","55,198,568","65,206,340","36,876,704","87,165,448","36,921,000"
quinate,Xenobiotics,Food Component/Plant,LC/MS Polar,2432.9,191.05611,6508,C00296,HMDB03072,"7,841,744","8,575,790","5,501,160","11,427,517","10,768,759","16,317,869","13,249,165","11,344,918","7,234,273","9,290,035","6,632,576","13,227,570","9,359,255","16,449,536","11,667,002","11,359,050","6,637,902","8,459,601","4,882,293","11,223,292","9,936,821","16,608,776","13,996,173","11,091,333"
quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,845,168.02914,1066,C03722,HMDB00232,"119,305","104,288","114,809","44,102","188,386","137,463","63,276","67,947","125,832","95,865","146,414","72,942","213,350","142,040","74,863","100,412","143,601",,"117,116","55,011","169,338","159,243","95,545","60,708"
retinal,Xenobiotics,Food Component/Plant,LC/MS Pos Late,1666,285.2213,638015,C00376,HMDB01358,"40,721","23,248","66,750","113,031","52,856","64,257","13,095","74,035","109,945","80,226","110,811","126,289","27,211","51,985","57,369","136,736","73,003","76,624","70,219","100,527","33,528","46,680","42,857","52,465"
retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,1636,269.22639,445354,C00473,HMDB00305,"7,535,024","8,473,353","7,614,527","8,660,641","9,221,373","9,514,034","12,743,753","6,566,731","7,316,884","8,522,065","7,831,435","8,894,133","9,593,582","9,761,825","11,249,290","6,285,030","9,128,238","9,069,624","8,422,315","9,230,920","9,651,492","11,056,038","11,251,591","6,783,415"
ribitol,Carbohydrate,Pentose Metabolism,LC/MS Polar,1789.6,151.06119,6912,C00474,HMDB00508,"766,008","677,253","1,859,377","840,297","1,233,721","637,894","712,358","2,047,204","824,124","730,605","2,313,633","903,730","1,101,466","677,407","574,289","1,870,728","680,594","709,425","1,649,099","764,645","1,141,527","616,725","708,168","1,804,315"
riboflavin (Vitamin B2),Cofactors and Vitamins,Riboflavin Metabolism,LC/MS Neg,3160,255.08873,493570,C00255,HMDB00244,"301,059","275,232","222,268","236,734","360,335","294,887","271,286","360,485","298,912","309,540","243,365","329,293","283,641","341,823","356,062","458,920","311,123","285,858","265,759","415,823","401,996","352,780","400,062","405,333"
ribonate,Carbohydrate,Pentose Metabolism,LC/MS Polar,2425,165.04046,5460677,C01685,HMDB00867,"29,288,340","22,283,314","34,059,572","34,310,268","46,336,636","32,637,514","28,389,926","80,041,704","34,102,464","25,299,192","37,315,240","63,720,028","38,790,012","31,027,080","26,424,018","69,606,032","29,836,844","25,039,088","35,153,956","51,450,916","37,681,968","30,917,008","31,711,964","91,242,576"
ribose,Carbohydrate,Pentose Metabolism,LC/MS Polar,1508.2,195.05103,5779,C00121,HMDB00283,"1,196,553","701,379","1,192,178","791,175","973,013","831,347","1,537,056","1,893,141","1,293,972","875,768","1,137,496","1,023,673","997,799","707,217","1,028,230","1,523,647","915,485","622,168","1,145,378","628,829","991,417","616,300","1,485,692","1,529,841"
S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,1528,114.05496,1196,C04322,HMDB01301,"1,632,842","2,535,784","3,854,636","2,098,598","2,490,091","2,645,106","2,412,030","3,523,700","1,407,981","2,433,828","3,260,799","2,261,037","2,177,647","3,157,116","2,044,827","3,212,491","1,664,727","2,516,078","3,203,736","2,034,420","2,519,274","2,270,881","2,256,835","3,722,230"
S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,1832.4,383.11431,439155,C00021,HMDB00939,"403,837","159,767","323,521","358,177","1,039,889","437,696","223,897","1,028,610","379,683","198,231","259,852","1,185,452","768,823","427,740","268,532","1,341,945","442,374","192,441","272,304","938,059","610,705","367,125","196,784","1,176,695"
salicylate,Xenobiotics,Drug,LC/MS Polar,802,137.02422,338,C00805,HMDB01895,"10,849,070","4,806,018","4,698,956","4,294,974","9,912,355","7,242,938","4,051,967","4,408,382","11,641,565","4,782,264","5,676,091","4,692,472","9,531,033","7,791,204","4,132,215","3,835,525","11,032,417","4,525,124","4,898,654","4,831,458","10,818,942","8,218,538","4,203,479","5,152,781"
S-allylcysteine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,2690,162.05833,98280,,HMDB34323,"119,113","169,459",,"188,281",,,,,,,,,,,,,,"134,154","156,540","115,069","116,079",,,
sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,1280,90.05496,1088,C00213,HMDB00271,"15,612,806","22,348,260","13,346,920","18,011,316","18,896,852","12,251,646","17,071,676","20,025,378","14,770,661","21,805,272","12,825,113","18,017,984","20,262,210","13,750,049","16,715,546","18,079,030","15,327,552","22,900,812","13,575,153","18,215,476","18,791,756","13,177,937","16,954,410","18,751,496"
sebacate (decanedioate),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,1788,201.11323,5192,C08277,HMDB00792,"556,337","588,435","533,045","465,259","477,714","511,956","399,308","554,045","450,876","559,554","324,065","568,618","476,103","512,951","465,305","575,712","573,627","416,258","392,263","501,485","458,843","470,704","481,504","531,255"
sedoheptulose,Carbohydrate,Pentose Metabolism,LC/MS Polar,2255,209.06667,5459879,,HMDB03219,"2,200,731","908,636","1,090,747","1,472,240","1,418,135","1,886,836","1,515,654","2,521,062","2,815,057","1,200,971","1,035,357","3,911,181","1,503,791","1,904,153","1,840,070","2,339,413","1,484,599","726,858","613,809","1,376,639","1,124,249","1,140,137","1,061,806","2,056,212"
serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,1239,106.04987,5951,C00065,HMDB00187,"386,868,416","386,337,216","339,794,048","403,357,088","485,004,128","297,331,904","578,637,568","274,771,776","378,973,056","375,289,120","329,491,136","417,858,016","484,544,640","308,717,888","564,053,568","260,016,288","383,368,896","383,951,712","318,191,904","412,672,096","478,683,328","307,532,320","569,693,184","257,591,936"
serotonin,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,2550,177.10224,5202,C00780,HMDB00259,"222,381,632","295,041,824","179,297,248","157,604,448","277,120,256","208,507,632","127,412,768","277,694,880","213,784,144","287,673,120","179,571,376","145,058,368","264,320,416","204,485,856","130,102,864","255,003,232","240,979,776","305,818,848","181,652,560","154,513,568","145,875,248","229,472,016","140,065,200","271,581,984"
S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,880,134.02812,24417,,HMDB02108,"211,456","272,198","323,675","252,794","306,960","287,138","288,805","260,610",,"272,472","298,797","289,708","295,019","299,052","260,256","233,976","216,835","290,393","302,732","247,822","271,640","273,041","264,978","258,728"
S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,900,152.03759,82142,,HMDB29432,"7,135,894","7,572,826","8,173,589","6,619,241","6,399,877","9,706,495","18,075,112","7,728,173","6,627,666","7,395,722","7,831,396","6,557,241","6,757,617","10,108,335","16,964,044","7,365,986","6,951,099","7,695,014","7,519,068","6,774,402","7,001,556","9,929,990","17,180,382","7,635,200"
S-methylglutathione,Amino Acid,Glutathione Metabolism,LC/MS Neg,1075,320.09218,3605667,C11347,,,,"35,816","34,768","47,756","52,738","70,868","50,477","35,513","26,752","40,280","39,200","28,911",,"62,313",,"35,684","67,512","44,838","63,095","62,693","48,539","74,117","63,948"
spermidine,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,3355,146.16518,1102,C00315,HMDB01257,"1,815,667","933,849","678,222","947,953","690,266","1,287,093","1,039,580","1,584,227","1,829,565","816,105","563,585","1,805,494","789,751","1,548,813","1,007,533","1,505,855","1,517,868","768,243","443,565","1,276,261","606,245","1,143,555","803,766","1,275,491"
sphingadienine,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,1350,298.27406,6449795,,,"689,716","632,626","559,324","395,504","1,366,920","767,655","1,122,799","471,797","865,379","666,038","405,674","640,763","959,761","962,368","1,028,789","555,845","1,184,408","686,438",,"548,230","935,898","991,046","680,481","518,840"
sphinganine,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,1413,302.30536,3126,C00836,HMDB00269,"1,407,701","1,076,215","782,718","867,993","1,798,828","939,915","864,957","798,663","1,260,714","1,034,291","815,661","1,168,221","1,533,288","976,450","730,798","724,053","1,710,075","1,128,315","791,143","1,011,729","1,102,682","1,106,202","595,719","894,100"
sphinganine-1-phosphate,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,1431,382.27169,520,,HMDB01383,"1,078,971","1,544,172","1,718,776","1,327,318","1,673,049","986,046","1,255,651","1,145,354","1,033,210","1,510,916","1,745,924","2,031,321","1,745,069","1,079,086","1,334,974","959,720","1,263,287","1,326,532","1,582,300","1,538,567","921,744","1,165,128","942,171","991,749"
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2082,689.5592,,,,"188,328,960","261,962,576","262,423,808","257,602,256","157,944,208","121,885,784","181,693,456","229,796,464","189,856,528","266,709,984","275,402,752","287,889,152","144,252,144","137,229,792","175,119,008","233,111,088","239,583,536","262,113,536","272,968,288","271,680,256","138,419,488","154,492,368","149,682,320","228,651,840"
"sphingomyelin (d17:2/16:0, d18:2/15:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,1837,687.54355,,,,"3,193,274","6,765,848","5,650,164","5,102,368","2,392,966","1,685,739","2,292,304","4,718,676","3,534,127","6,843,000","5,894,415","6,028,588","2,248,697","2,326,042","2,056,333","3,871,499","4,842,549","6,748,467","5,910,060","5,450,476","2,475,490","2,372,767","1,421,071","4,023,811"
"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2362,733.6218,,,HMDB12087,"18,488,362","37,866,548","42,146,256","29,492,880","30,233,764","17,822,236","22,402,470","30,589,748","18,302,672","37,593,016","46,683,872","31,826,104","31,059,186","21,891,540","19,900,724","28,682,944","25,481,010","37,747,872","44,188,592","30,251,956","30,556,364","22,946,676","17,818,836","29,131,914"
"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2600,761.65311,,,,"9,260,804","24,303,384","33,098,694","19,402,508","12,300,978","6,143,000","14,134,136","18,485,536","9,461,600","29,469,924","34,387,664","21,928,652","14,654,152","7,783,654","11,192,456","15,707,592","14,674,883","28,336,220","34,625,648","17,667,260","12,637,570","8,510,325","8,566,346","16,615,467"
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,1998,675.54355,11433862,,HMDB12097,"57,782,072","90,215,504","88,866,768","80,135,568","47,103,824","43,249,712","62,724,284","76,385,728","60,501,296","88,957,944","90,771,448","87,410,496","47,013,468","46,798,444","60,471,000","69,279,112","77,727,896","87,708,328","97,750,584","82,060,504","47,874,168","50,966,888","51,516,160","75,386,704"
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2312,717.5905,,,,"86,345,400","121,654,552","108,883,672","115,171,656","78,273,304","69,190,320","81,291,800","108,144,808","91,647,424","120,938,880","111,065,792","122,948,792","76,503,296","76,927,824","77,309,536","102,038,984","111,507,272","116,124,432","111,313,928","117,030,344","74,785,656","84,276,040","69,405,296","100,339,512"
"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2167,729.5905,6443882,,HMDB12101,"37,655,760","47,602,372","51,516,772","43,168,868","41,985,756","34,793,160","37,307,224","47,785,268","38,070,280","48,077,872","52,808,216","44,735,428","40,920,200","37,167,256","35,164,320","46,150,476","45,839,940","47,615,528","52,003,216","46,035,488","37,987,184","37,829,216","32,302,214","44,963,736"
"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2330,745.62178,,,,"65,693,484","99,946,520","92,925,864","96,152,672","59,304,000","46,008,712","78,020,056","86,646,544","68,025,488","100,891,632","105,486,456","104,810,520","58,457,696","53,757,792","73,928,176","82,352,640","83,035,400","98,220,144","101,577,144","103,317,520","57,006,444","55,982,244","63,355,144","83,304,096"
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2685,759.6375,,,HMDB12102,"131,132,392","193,791,984","201,754,336","195,035,440","152,823,600","116,834,584","177,628,896","184,381,664","132,485,576","192,063,520","191,246,880","197,532,752","155,435,248","128,909,128","175,213,600","173,789,808","158,254,448","188,171,616","211,737,968","198,412,608","141,478,656","123,848,936","153,500,096","180,653,232"
"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2383,757.6218,,,,"14,958,775","19,371,938","21,705,812","22,287,472","18,144,860","15,321,868","18,292,836","18,471,184","16,667,965","20,619,488","23,237,116","23,110,060","18,154,116","16,554,069","18,946,324","18,824,372","17,582,804","20,974,912","20,449,954","23,292,260","17,835,356","17,434,378","16,458,265","20,402,392"
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2039,755.60615,,,,"583,750","839,986","1,011,465","862,454","906,784","661,253","782,727","941,625","669,219","1,076,455","970,396","1,029,823","713,725","539,711","757,294","695,103","711,637","1,074,386","1,036,384","833,070","796,217","729,500","651,927","879,953"
